DEPARTAMENTO,PROVINCIA,DISTRITO,CENTRO DE ATENCION,ESTADO,HORARIOS,DIRECCION
JUNIN,HUANCAYO,EL TAMBO,PVM - OR HUANCAYO,OPERATIVO,08:45 a 16:45,AVENIDA MARISCAL CASTILLA Nº 1801
ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUÍS,PAP CARLOS FERMÍN FITZCARRALD,OPERATIVO,08:45 a 16:45,Avenida Ramón Castilla N° 320 - 1er. piso Centro Cívico de la Municipalidad Provincial de C. F. Fitzcarrald
AREQUIPA,AREQUIPA,AREQUIPA,PVM - OR AREQUIPA,OPERATIVO,08:45 a 16:45,Calle San Juan de Dios N° 122 y Santo Domingo N° 101
PIURA,PIURA,Veintises de Octubre,ORA HOSPITAL DE LA AMISTAD PERU - COREA SANTA ROSA II-2 (MINSA),OPERATIVO,08:45 a 16:30,Avenida Prolongación Av. Grau/Av. Chulucanas
LAMBAYEQUE,CHICLAYO,CHICLAYO,PVM - OR CHICLAYO,OPERATIVO,08:45 a 16:45,Avenida Balta N° 680 y esquina con Av. Elias Aguirre
PIURA,PIURA,PIURA,PVM - OR PIURA,OPERATIVO,08:45 a 16:45,Calle Libertad Nº 568
PIURA,AYABACA,FRIAS,OR FRIAS,OPERATIVO,08:45 a 16:45,Calle Lima 235 - interior Municipalidad Distrital de Frias
LA LIBERTAD,CHEPEN,CHEPÉN,PAP CHEPEN,OPERATIVO,08:45 a 16:45,Calle Manuel Seoane  N° 136. Chepen
LORETO,MAYNAS,IQUITOS,PVM - OR IQUITOS,OPERATIVO,08:45 a 16:45,Jirón Próspero Nº 201
ANCASH,SANTA,CHIMBOTE,PVM (MegaPlaza Chimbote),OPERATIVO,08:45 a 16:45,"Mz. B Lt. 1-A-1-A2 Sector Parque Gran Chavín, Centro Comercial Megaplaza Chimbote"
ICA,ICA,ICA,PVM ICA,OPERATIVO,08:45 a 16:45,Avenida Los Maestros S/N C.C. Mega Plaza Segundo Piso
UCAYALI,CORONEL PORTILLO,CALLERIA,MAC - UCAYALI,OPERATIVO,08:30 a 16:30,Avenida Centenario 1642 (2do piso) Centro Comercial Real Plaza
HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,ORA HUANDO (MINSA),OPERATIVO,08:45 a 16:30,Calle Cementerio s/n
PUNO,SAN ROMÁN,JULIACA,ORA CENTRO DE SALUD CLAS SANTA ADRIANA,OPERATIVO,08:45 a 16:45,Pachacutec S/N
PUNO,SANDIA,SANDIA,ORA HOSPITAL SANDIA,INOPERATIVO,CERRADO,Arica N° 448
PUNO,SAN ROMÁN,SAN MIGUEL,PAP SAN MIGUEL - JR11,OPERATIVO,08:45 a 16:45,Palacio Municipal S/N
PUNO,PUNO,PUNO,PAP UNA PUNO,INOPERATIVO,CERRADO,Floral N° 1153 - Ciudad Universitaria
HUANUCO,HUANUCO,HUÁNUCO,ORA HOSPITAL REGIONAL HERMILIO VALDIZAN (MINSA),OPERATIVO,08:45 a 16:30,Jirón Hermilio Valdizan Nº 950
HUANUCO,HUANUCO,HUÁNUCO,OR HUANUCO,OPERATIVO,08:45 a 16:45,Jirón 28 de Julio N° 825
LIMA,LIMA,SANTIAGO DE SURCO,OR SURCO - HIGUERETA,OPERATIVO,08:45 a 16:45,Avenida Santiago de Surco Nº 2807 Urb. Residencial Higuereta
LIMA,LIMA,SAN MARTÍN DE PORRES,OR SAN MARTIN DE PORRES,OPERATIVO,08:45 a 16:45,Avenida Eduardo de Habich Nº 590 - 592 con Pedro Paulet N° 589
LIMA,LIMA,PACHACAMAC,OR PACHACAMAC,OPERATIVO,08:45 a 16:45,Avenida Paul Poblet N° 3111 - Dentro del Mercado Jumbo
LIMA,LIMA,JESÚS MARÍA,OR JESUS MARIA,OPERATIVO,08:45 a 16:45,Jirón Talara N° 130-132-134 y 136 Jesús Maria
CUSCO,CUSCO,CUSCO,PVM - OR CUSCO,OPERATIVO,08:45 a 16:45,Avenida El Sol N° 272
CALLAO,CALLAO,CALLAO,ORA NAC. DANIEL A. CARRIÓN (MINSA),OPERATIVO,08:45 a 16:30,Avenida Guardia Chalaca Nº 2176 - Bellavista
LIMA,LIMA,JESÚS MARÍA,ORA HOSPITAL NACIONAL EDGARDO REBAGLIATI MARTINS (ESSALUD),OPERATIVO,08:45 a 16:30,Avenida SALAVERRY CDRA. 13 - PUERTA 6
LIMA,LIMA,SAN JUAN DE LURIGANCHO,PVM - SAN JUAN DE LURIGANCHO (2.0),OPERATIVO PARCIAL,08:45 a 16:45,Avenida Las Flores 260-262  Urb. San Rafael
LIMA,LIMA,SAN MARTIN DE PORRES,PVM - OR SAN MARTIN DE PORRES (2.0 y 3.0),OPERATIVO,08:45 a 16:45,Av. Eduardo de Habich 592
LIMA,LIMA,SAN JUAN DE MIRAFLORES,PVM - MALL  LIMA SUR (3.0),OPERATIVO,08:45 a 16:45,"Av. Los Lirios s/n, altura de  puente Atocongo"
LIMA,LIMA,COMAS,PVM - OR COMAS I (3.0),OPERATIVO,08:45 a 16:45,"Av. Tupac Amaru N° 5527 - 5531 - 5535, Urb Huaquillay 2da Etapa"
LIMA,LIMA,SAN BORJA,PVM - OR SAN BORJA (3.0),OPERATIVO,08:45 a 16:45,Av. San Luis N° 1673 Urb. Jacaranda II
LIMA,LIMA,LIMA- CERCADO,PVM - OR LIMA (3.0),OPERATIVO,08:45 a 16:45,Av. Nicolas de Pierola 545
LIMA,LIMA,LIMA - CERCADO,PVM - AGENCIA ANCASH (3.0),OPERATIVO,08:45 a 16:45,Jr. Ancash 336-340 Cercado
LIMA,BARRANCA,BARRANCA,PVM - OR BARRANCA (3.0),OPERATIVO,08:45 a 16:45,Av. Prolongacion Independencia 250
LIMA,LIMA,JESÚS MARÍA,AG 06 DE AGOSTO,OPERATIVO,08:45 a 16:45,Avenida 06 de Agosto N° 856
ANCASH,OCROS,OCROS,AG OCROS,OPERATIVO,08:45 a 16:45,Plaza de Armas S/N (MUNICIPIO)
CALLAO,CALLAO,MI PERÚ,PAP MI PERU,OPERATIVO,08:45 a 16:45,Mz. G7 Lt. 06 Mi Perú  interior de la Sede Municipal.
LIMA,LIMA,SAN MARTÍN DE PORRES,ORA NACIONAL CAYETANO HEREDIA (MINSA),OPERATIVO,08:45 a 16:30,Jirón Honorio Delgado N° 262 - Urb. Ingeniería / Obstetricia
LIMA,LIMA,SAN BORJA,AG ATENCIONES ESPECIALES DE SAN BORJA,OPERATIVO,08:45 a 16:45,Avenida Javier Prado N° 2388 -2386 - 2392
CALLAO,CALLAO,VENTANILLA,PVM - VENTANILLA (2.0),OPERATIVO,08:45 a 16:45,Avenida La Playa S/N altura la Urb. Zona Comercial frente a la Plaza Cívica
LIMA,LIMA,LURIN,PVM - OR LURIN (2.0),OPERATIVO,08:45 a 16:45,Mz. B Lote 5 Asociación de Vivienda Centinela (detrás del polideportivo)
LIMA,LIMA,CERCADO DE LIMA,HOSP. NAC DOC MADRE Y NIÑO  SAN BARTOLOME (MINSA),OPERATIVO,08:45 a 16:30,Avenida ALFONSO UGARTE 825 - LIMA
LIMA,LIMA,INDEPENDENCIA,PVM - INDEPENDENCIA (2.0 y 3.0),OPERATIVO,08:45 a 16:45,Calle Los Andes Nº 486 Urb. Industrial Panamericana Norte
CALLAO,CALLAO,BELLAVISTA,PVM - MALL AVENTURA PLAZA - CALLAO (2.0),INOPERATIVA,08:45 a 16:45,Avenida Oscar R. Benavides N° 3866 - Centro Comercial Mall Aventura Plaza
LIMA,LIMA,MIRAFLORES,PVM - MIRAFLORES (2.0 y 3.0),OPERATIVO,08:45 a 16:45,Avenida Diez Canseco N° 230
LIMA,LIMA,CHORRILLOS,PVM - PLAZA LIMA SUR (2.0),OPERATIVO,08:45 a 16:45,Prolongación Paseo  de la Republica S/N Urb. Matellini (2do nivel del Centro Comercial)
LIMA,LIMA,SURQUILLO,PVM - OPEN PLAZA ANGAMOS (2.0),OPERATIVO PARCIAL,08:45 a 16:45,Avenida Cruce Angamos N° 1805 con Tomas Marsano
LIMA,LIMA,SANTIAGO DE SURCO,PVM - JOCKEY PLAZA (2.0),OPERATIVO,08:45 a 16:45,Avenida Javier Prado Este N° 4200 ( Centro Financiero del Centro Comercial)
LIMA,LIMA,JESUS MARIA,PVM - JESUS MARIA (2.0 y 3.0),OPERATIVO,08:45 a 16:45,Jirón Talara N° 130
PUNO,CARABAYA,MACUSANI,PANP CRUCERO,DESPLAZAMIENTO,08:45 a 16:45,Plaza Plaza de Armas S/N
ICA,ICA,ICA,MAC ICA,OPERATIVO,08:30 a 16:30,Avenida Los Maestros S/N C.C. Mega Plaza Segundo Piso
LIMA,LIMA,SAN JUAN DE LURIGANCHO,PVM - SAN JUAN DE LURIGANCHO,OPERATIVO,08:45 a 16:45,Avenida Las Flores 260-262  Urb. San Rafael
LIMA,LIMA,SAN JUAN DE MIRAFLORES,PVM - MALL  LIMA SUR,OPERATIVO,08:45 a 16:45,"Av. Los Lirios s/n, altura de  puente Atocongo"
LIMA,LIMA,SAN MARTIN DE PORRES,PVM - OR SAN MARTIN DE PORRES,OPERATIVO,08:45 a 16:45,Av. Eduardo de Habich 592
LIMA,LIMA,LURIN,PVM - OR LURIN,OPERATIVO,08:45 a 16:45,Mz. B Lote 5 Asociación de Vivienda Centinela (detrás del polideportivo)
LIMA,LIMA,INDEPENDENCIA,PVM - INDEPENDENCIA,OPERATIVO,08:45 a 16:45,Calle Los Andes Nº 486 Urb. Industrial Panamericana Norte
LIMA,LIMA,MIRAFLORES,PVM - MIRAFLORES,OPERATIVO,08:45 a 16:45,Avenida Diez Canseco N° 230
HUANUCO,HUANUCO,HUANUCO,MAC - HUANUCO,OPERATIVO,08:30 a 16:30,"Jirón Independencia N° 1601, Centro Comercial Real Plaza, Primer Piso"
CALLAO,CALLAO,VENTANILLA,PVM - VENTANILLA,OPERATIVO,08:45 a 16:45,Avenida La Playa S/N altura la Urb. Zona Comercial frente a la Plaza Cívica
CALLAO,CALLAO,BELLAVISTA,PVM - MALL AVENTURA PLAZA - CALLAO,OPERATIVO,08:45 a 16:45,Avenida Oscar R. Benavides N° 3866 - Centro Comercial Mall Aventura Plaza
LIMA,LIMA,CHORRILLOS,PVM - PLAZA LIMA SUR,OPERATIVO,08:45 a 16:45,Prolongación Paseo  de la Republica S/N Urb. Matellini (2do nivel del Centro Comercial)
ANCASH,SANTA,CHIMBOTE,CENTRO MAC ANCASH (MegaPlaza Chimbote),OPERATIVO,08:30 a 16:30,"Mz. B Lt. 1-A-1-A2 Sector Parque Gran Chavín, Centro Comercial Megaplaza Chimbote"
PIURA,AYABACA,FRÍAS,OR FRIAS,OPERATIVO,08:45 a 16:45,Calle Lima Nº 235 - 2do piso
LA LIBERTAD,TRUJILLO,TRUJILLO,MAC - LA LIBERTAD,OPERATIVO,08:30 a 16:30,"Avenida Centro Comercial Real Plaza de Trujillo -Fundo Las Casuarinas, Sub Lote predio A; Intersección , Av. Fátima 1345, Trujillo, La Libertad"
LIMA,LIMA,SURQUILLO,PVM - OPEN PLAZA ANGAMOS,OPERATIVO,08:45 a 16:45,Avenida Cruce Angamos N° 1805 con Tomas Marsano
CUSCO,CUSCO,WANCHAQ,MAC CUSCO,OPERATIVO,08:30 a 16:30,Avenida Collasuyo 2964 - Real Plaza Cusco
LIMA,LIMA,JESUS MARIA,PVM - JESUS MARIA,OPERATIVO,08:45 a 16:45,Jirón Talara N° 130
LIMA,LIMA,SANTIAGO DE SURCO,PVM - JOCKEY PLAZA,OPERATIVO,08:45 a 16:45,Avenida Javier Prado Este N° 4200 ( Centro Financiero del Centro Comercial)
JUNIN,HUANCAYO,HUANCAYO,MAC JUNIN,OPERATIVO,08:30 a 16:30,Avenida FERROCARRIL N° 146 - 150 - CENTRO COMERCIAL OPEN PLAZA
JUNIN,HUANCAYO,EL TAMBO,PVM OR HUANCAYO,OPERATIVO,08:45 a 16:45,AVENIDA MARISCAL CASTILLA Nº 1801
LA LIBERTAD,JULCAN,JULCÁN,PAP JULCAN,OPERATIVO,08:45 a 16:45,Avenida 28 de Julio Nº 201 Centro Civico - Julcán
LORETO,MAYNAS,TENIENTE MANUEL CLAVERO,PAP SOPLIN VARGAS,OPERATIVO,08:45 a 16:45,Avenida Plaza de Armas S/N
AYACUCHO,PAUCAR DEL SARA SARA,PAUSA,PANP PAUCAR DEL SARA SARA,OPERATIVO,08:45 a 16:45,Jirón Miguel de Cervantes N° 455 (Palacio Municipal)
LIMA,LIMA,ATE,OR ATE,OPERATIVO,08:45 a 16:45,Jirón Industrial Nº 438
LIMA,LIMA,MIRAFLORES,PVM- MIRAFLORES,OPERATIVO,08:45 a 16:45,Avenida Diez Canseco N° 230
LIMA,LIMA,SAN MARTIN DE PORRES,PVM - OR SAN MARTIR DE PORRES,OPERATIVO,08:45 a 16:45,Av. Eduardo de Habich 592
CALLAO,CALLAO,BELLAVISTA,PVM MALL AVENTURA PLAZA - CALLAO,OPERATIVO,08:45 a 16:45,Avenida Oscar R. Benavides N° 3866 - Centro Comercial Mall Aventura Plaza
AMAZONAS,CONDORCANQUI,EL CENEPA,ORA HUAMPAMI (MINSA),DESPLAZAMIENTO,08:45 a 16:45,Bikut S/N
LIMA,LIMA,CERCADO DE LIMA,PVM - AGENCIA ANCASH,OPERATIVO,08:45 a 16:45,Jr. Ancash 340 - Cercado de Lima
LIMA,LIMA,PUENTE PIEDRA,CARLOS LANFRANCO LA HOZ (MINSA),OPERATIVO,08:45 a 16:30,AV. SAENZ PEÑA S/N KM 30
ANCASH,SANTA,CHIMBOTE,ORA MATERNIDAD DE MARÍA (Chimbote),OPERATIVO,08:45 a 16:30,"Av. Enrique Meiggs S/N, PPJJ Miraflores Alto"
PUNO,SAN ROMÁN,SAN MIGUEL,PAP SAN MIGUEL,OPERATIVO,08:45 a 16:45,Palacio Municipal S/N
APURIMAC,AYMARAES,CHALHUANCA,ORA CHALHUANCA (MINSA),OPERATIVO,08:45 a 16:30,Bolivar S/N
LIMA,LIMA,VILLA EL SALVADOR,PVM - VILLA EL SALVADOR,OPERATIVO,08:45 a 16:45,"Arriba Perú Nº 640 Sector 2, Grupo 7, Mz J, Lt 05"
LIMA,LIMA,CERCADO,PVM - REAL PLAZA CENTRO CÍVICO,OPERATIVO,08:45 a 16:45,Garcilaso de la Vega N° 1337
LA LIBERTAD,TRUJILLO,TRUJILLO,OR TRUJILLO I,OPERATIVO,08:45 a 16:45,Pablo Casals Mz. A Lt. 6 Urb. Los Cedros
JUNIN,HUANCAYO,EL TAMBO,ORA HOSPITAL NACIONAL RAMIRO PRIALE (ESSALUD),DESPLAZAMIENTO,08:45 a 16:30,INDEPENDENCIA Nº 266
JUNIN,HUANCAYO,HUANCAYO,"ORA REGIONAL DOCENTE MATERNO INFANTIL ""EL CARMEN"" (MINSA)",OPERATIVO,08:45 a 16:30,PUNO Nº 911
JUNIN,TARMA,TARMA,ORA DE APOYO FELIX MAYORCA SOTO (MINSA),OPERATIVO,08:45 a 16:30,PACHECO Nº 362
JUNIN,JAUJA,JAUJA,ORA HOSPITAL DOMINGO OLAVEGOYA (MINSA),OPERATIVO,08:45 a 16:30,SAN MARTÍN Nº 1153 URB. OLAVEGOYA
JUNIN,SATIPO,SATIPO,ORA DE APOYO MANUEL HIGA ARAKAKI (MINSA),DESPLAZAMIENTO,08:45 a 16:30,DANIEL ALCIDES CARRIÓN Nº 398
JUNIN,CHANCHAMAYO,PICHANAQUI,ORA HOSPITAL DE APOYO PICHANAQUI (MINSA),OPERATIVO,08:45 a 16:30,SAN MARTÍN S/N PICHANAKI
JUNIN,HUANCAYO,HUANCAYO,ORA LA LIBERTAD (MINSA),DESPLAZAMIENTO,08:45 a 16:30,LA VITORIA 1001
JUNIN,CHANCHAMAYO,LA MERCED,ORA HOSPITAL REGIONAL DOCENTE DE MEDICINA TROPICAL DR. JULIO DEMARINI CARO (MINSA),OPERATIVO,08:45 a 16:30,DANIEL A. CARRION S/N AV. PAMPA DEL CARMEN S/N
JUNIN,SATIPO,PANGOA,ORA HOSPITAL DE PANGOA (MINSA),DESPLAZAMIENTO,08:45 a 16:30,LA CULTURA S/N
JUNIN,HUANCAYO,CHILCA,ORA CHILCA (MINSA),DESPLAZAMIENTO,08:45 a 16:30,HUMBOLT Nº 900
ANCASH,SANTA,CHIMBOTE,ORA HOSPITAL LA CALETA (Chimbote) (MINSA),OPERATIVO,08:45 a 16:30,Av. Malecon Grau S/N
ANCASH,SANTA,CHIMBOTE,ORA HOSPITAL ESSALUD III CHIMBOTE (ESSALUD),OPERATIVO,08:45 a 16:30,Av. Circunvalación Nº 119 Urb. Laderas del Norte
ANCASH,SANTA,CHIMBOTE,ORA MATERNIDAD DE MARÍA (Chimbote) (OTROS),OPERATIVO,08:45 a 16:30,"Av. Enrique Meiggs S/N, PPJJ Miraflores Alto"
ANCASH,SANTA,NUEVO CHIMBOTE,ORA HOSPITAL ELEAZAR GUZMÁN BARRÓN (Nuevo Chimbote) (MINSA),OPERATIVO,08:45 a 16:30,"Av. Brasil S/N, Urb. Santa Cristina (Hospital Regional Eleazar Guzmán Barrón puerta de Emergencia)"
ANCASH,HUARAZ,HUARAZ,ORA HOSPITAL VÍCTOR RAMOS GUARDIA (Huaraz) (MINSA),OPERATIVO,08:45 a 16:30,"Av. Mariscal Luzuriaga cdra. 01, cruce con Jr. Pedro Villón cdra. 10"
ANCASH,HUAYLAS,CARAZ,ORA HOSPITAL DE APOYO CARAZ (MINSA),OPERATIVO,08:45 a 16:30,Av. 9 de Octubre S/N
ANCASH,HUARI,HUARI,ORA HOSPITAL DE APOYO HUARI (MINSA),OPERATIVO,08:45 a 16:30,Av. Circunvalación Baja S/N
MOQUEGUA,MARISCAL NIETO,MOQUEGUA,AG MARISCAL NIETO,OPERATIVO,08:45 a 16:45,Lima Nº 676
AREQUIPA,AREQUIPA,YURA,PANP YURA,DESPLAZAMIENTO,08:00 a 16:00,Asoc Ciudad de Dios Z-3 Yura
PUNO,HUANCANE,HUANCANE,ORA HOSPITAL LUCIO ALDAZABAL PAUCA (MINSA),OPERATIVO,08:45 a 16:45,Santa Cruz S/N
PUNO,MELGAR,AYAVIRI,ORA SAN JUAN DE DIOS (AYAVIRI) (MINSA),OPERATIVO,08:45 a 16:45,Progreso S/N
PUNO,SAN ROMÁN,JULIACA,ORA CENTRO DE SALUD CLAS SANTA ADRIANA (MINSA),OPERATIVO,08:45 a 16:45,Pachacutec S/N
PUNO,CHUCUITO,JULI,ORA JULI (MINSA),OPERATIVO,08:45 a 16:45,Panamericana S/N
PUNO,AZANGARO,AZANGARO,ORA CARLOS CORNEJO ROSELLO (MINSA),OPERATIVO,08:45 a 16:45,Francisco Bolognesi N° 557
LIMA,LIMA,VILLA MARÍA DEL TRIUNFO,CMI JOSE CARLOS MARIATEGUI (MINSA),OPERATIVO,08:45 a 16:30,"Necochea s/n, AH. Jose Carlos Mariategui, Villa Maria del Triunfo."
PUNO,PUNO,PUNO,ORA MANUEL NUÑEZ BUTRON (MINSA),OPERATIVO,08:45 a 16:45,El Sol N° 1022
PUNO,PUNO,PUNO,ORA HOSPITAL BASE III (PUNO) - RED ASISTENCIAL PUNO (ESSALUD),OPERATIVO,08:45 a 16:45,Francisco Cáceres Jara Nº 600
PUNO,SAN ROMAN,JULIACA,ORA CARLOS MONGE MEDRANO (MINSA),OPERATIVO,08:45 a 16:45,Carretera a Huancane Km 2
PUNO,EL COLLAO,ILAVE,ORA ILAVE (MINSA),OPERATIVO,08:45 a 16:45,Atahualpa Nº 825
PUNO,SAN ROMAN,JULIACA,ORA HOSPITAL BASE III JULIACA - ESSALUD - RED ASISTENCIAL JULIACA (ESSALUD),OPERATIVO,08:45 a 16:45,José Santos Chocano S/N - La Capilla
UCAYALI,PADRE ABAD,PADRE ABAD,ORA AGUAYTIA (MINSA),OPERATIVO,08:45 a 16:30,Victor Pinedo / Palmeras Mz. 152A Junta Vecinal Pampayurac
AYACUCHO,HUAMANGA,AYACUCHO,"ORA HOSPITAL REGIONAL DE AYACUCHO ""MIGUEL ANGEL MARISCAL LLERENA""",OPERATIVO,08:45 a 16:30,Av.Daniel Alcides Carrión S/N - 2da cuadra.
MOQUEGUA,MARISCAL NIETO,MOQUEGUA,ORA HOSPITAL REGIONAL MOQUEGUA,OPERATIVO,08:45 a 16:45,Simón Bolívar N° 505
AREQUIPA,AREQUIPA,AREQUIPA,ORA HOSPITAL III GOYENECHE,OPERATIVO,08:45 a 16:45,Goyeche N° 100
AREQUIPA,CAMANA,CAMANA,ORA HOSPITAL DE CAMANA,OPERATIVO,08:45 a 16:45,Lima 550
AREQUIPA,CAYLLOMA,MAJES,ORA HOSPITAL CENTRAL DE MAJES- ANGEL GABRIEL CHURA GALLEGOS,OPERATIVO,08:45 a 16:45,Asentamiento B1 lote 1 Irrig. Majes
AREQUIPA,AREQUIPA,CERRO COLORADO,C.S. MARITZA CAMPOS DIAZ,OPERATIVO,08:45 a 16:45,Yavari S/N
AREQUIPA,AREQUIPA,PAUCARPATA,HOSPITAL EDMUNDO ESCOMEL,OPERATIVO,08:45 a 16:45,EL Cayro S/N
AREQUIPA,AREQUIPA,AREQUIPA,HOSPITAL CARLOS ALBERTO SEGUIN ESCOBEDO,OPERATIVO,08:45 a 16:45,Peral S/N
AREQUIPA,AREQUIPA,YANAHUARA,ORA HOSPITAL III YANAHUARA,OPERATIVO,08:45 a 16:45,Zamácola S/N
CUSCO,CUSCO,SANTIAGO,ORA ANTONIO LORENA DEL CUSCO,OPERATIVO,08:45 a 16:30,Carlos Ugarte S/N Urb. Primavera Cuartel Agustín Gamarra
CUSCO,CUSCO,WANCHAQ,ORA HOSPITAL NACIONAL ADOLFO GUEVARA VELASCO,OPERATIVO,08:45 a 16:30,Ancelmo Alvarez S/N
AYACUCHO,HUANTA,HUANTA,"ORA HOSPITAL DE APOYO HUANTA ""DANIEL ALCIDES CARRION""",OPERATIVO,08:45 a 16:30,Mariscal Castilla Nº 628
AYACUCHO,LA MAR,SAN MIGUEL,ORA SAN MIGUEL,OPERATIVO,08:45 a 16:30,Ramon Castilla s/n
AYACUCHO,CANGALLO,CANGALLO,ORA HOSPITAL DE APOYO CANGALLO,OPERATIVO,08:45 a 16:30,Santa Rosa N° 110
AYACUCHO,LA MAR,TAMBO,ORA TAMBO,OPERATIVO,08:45 a 16:30,Lima s/n
AYACUCHO,HUAMANGA,JESUS NAZARENO,ORA HOSPITAL DE APOYO JESUS NAZARENO,OPERATIVO,08:45 a 16:30,Ciro Alegría Nº 547
APURIMAC,CHINCHEROS,ANCCO HUALLO,ORA  CENTRO DE SALUD URIPA,OPERATIVO,08:45 a 16:30,Túpac Amaru S/N  URIPA
APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,ORA HOSPITAL REGIONAL DOCENTE  HUGO PESCE PESCETTO ANDAHUAYLAS,OPERATIVO,08:45 a 16:30,Hugo Pesce Pesceto S/N
AYACUCHO,HUANTA,SIVIA,ORA HOSPITAL DE APOYO DE SIVIA,OPERATIVO,08:45 a 16:30,Gervacio Santillana S/N
CUSCO,LA CONVENCION,KIMBIRI,ORA CENTRO DE SALUD SAN JUAN DE KIMBIRI,OPERATIVO,08:45 a 16:30,Aeropuerto S/N
CUSCO,LA CONVENCION,PICHARI,ORA HOSPITAL DE APOYO PICHARI,OPERATIVO,08:45 a 16:30,Amazonas s/n
APURIMAC,CHINCHEROS,CHINCHEROS,ORA HOSPITAL DE APOYO CHINCHEROS,OPERATIVO,08:45 a 16:30,Fernando Belaunde Terry S/N
AYACUCHO,CANGALLO,LOS MOROCHUCOS,ORA PAMPA CANGALLO,OPERATIVO,08:45 a 16:30,María Arguedas S/N
AREQUIPA,AREQUIPA,AREQUIPA,ORA HOSPITAL REGIONAL HONORIO DELGADO ESPINOZA,OPERATIVO,08:45 a 16:45,Daniel Alcides Carrión N° 505
TACNA,TACNA,TACNA,ORA TACNA,OPERATIVO,08:45 a 16:45,Blondel S/N
CAJAMARCA,HUALGAYOC,BAMBAMARCA,ORA BAMBAMARCA - TITO VILLAR CABEZAS,OPERATIVO,08:45 a 16:30,Av. Ricardo Palma Nº 689
PIURA,PIURA,TAMBO GRANDE,ORA TAMBO GRANDE,OPERATIVO,08:45 a 16:30,"Froilan Alama,, AA.HH.Froilan Alama"
LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,ORA HOSPITAL PROVINCIAL DOCENTE BELEN-LAMBAYEQUE,OPERATIVO,08:45 a 16:30,Ramón Castilla Nº 597
TUMBES,TUMBES,TUMBES,ORA HOSPITAL REGIONAL JOSE ALFREDO MENDOZA OLAVARRIA JAMO II-2,OPERATIVO,08:45 a 16:30,24 de Julio Nº 565
PIURA,PIURA,Veintises de Octubre,ORA HOSPITAL DE LA AMISTAD PERU - COREA SANTA ROSA II-2,OPERATIVO,08:45 a 16:45,Prolongación Av. Grau/Av. Chulucanas
LAMBAYEQUE,CHICLAYO,CHICLAYO,ORA HOSPITAL REGIONAL LAMBAYEQUE,OPERATIVO,08:45 a 16:30,Intersección de Carretera Panamerica Norte y Vía de Evitamiento S/N
LA LIBERTAD,TRUJILLO,TRUJILLO,ORA REGIONAL DOCENTE DE TRUJILLO,OPERATIVO,08:45 a 16:30,Mansiche Nº 795
CAJAMARCA,CAJAMARCA,CAJAMARCA,ORA REGIONAL CAJAMARCA,OPERATIVO,08:45 a 16:30,Larry Jhonson S/N Cdra. 8
LA LIBERTAD,TRUJILLO,TRUJILLO,ORA HOSPITAL BELEN DE TRUJILLO,OPERATIVO,08:45 a 16:30,Bolívar Nº 350
LAMBAYEQUE,CHICLAYO,CHICLAYO,ORA HOSPITAL REGIONAL DOCENTE LAS MERCEDES,OPERATIVO,08:45 a 16:30,Luis Gonzáles  Nº 635
LAMBAYEQUE,CHICLAYO,CHICLAYO,ORA HOSPITAL ALMANZOR AGUINAGA ASENJO,OPERATIVO,08:45 a 16:30,Plaza de la Seguridad Social S/N
PIURA,SULLANA,SULLANA,ORA HOSPITAL DE APOYO II-SULLANA,OPERATIVO,08:45 a 16:30,Santa Rosa S/N
CAJAMARCA,CUTERVO,CUTERVO,ORA SANTA MARIA DE CUTERVO,OPERATIVO,08:45 a 16:30,Ica S/N
CAJAMARCA,CHOTA,CHOTA,ORA HOSPITAL DE APOYO CHOTA - JOSE SOTO CADENILLAS,OPERATIVO,08:45 a 16:30,Ezequiel Montoya Nª 718
PIURA,PAITA,PAITA,ORA HOSPITAL LAS MERCEDES-PAITA,OPERATIVO,08:45 a 16:30,Zona Industrial Sector II Mz. H Lt. 1 Jr. Los Pescadores S/N
LORETO,DATEM DEL MARAÑON,BARRANCA,ORA SAN LORENZO - NUCLEO BASE,OPERATIVO,08:45 a 16:30,Daniel Alcides Carrión S/N - Barrio Huacachina
SAN MARTIN,MARISCAL CACERES,JUANJUI,ORA HOSPITAL JUANJUI,OPERATIVO,08:45 a 16:30,Arica N° 205
SAN MARTIN,RIOJA,RIOJA,ORA HOSPITAL DE RIOJA,OPERATIVO,08:45 a 16:30,Túpac Amaru S/N
LORETO,ALTO AMAZONAS,YURIMAGUAS,ORA HOSPITAL SANTA GEMA YURIMAGUAS,OPERATIVO,08:45 a 16:30,CALLE HUALLAGA  C-4
CAJAMARCA,CELENDIN,CELENDÍN,ORA DE APOYO CELENDIN,OPERATIVO,08:45 a 16:30,Túpac Amaru Cdra. 4
CAJAMARCA,CAJABAMBA,CAJABAMBA,ORA HOSPITAL NUESTRA SEÑORA DEL ROSARIO,OPERATIVO,08:45 a 16:30,La Torre N° 277
CAJAMARCA,SAN MARCOS,PEDRO GÁLVEZ,ORA SAN MARCOS,OPERATIVO,08:45 a 16:30,Av. 28 de Julio S/N Cdra.2
